a	丫	0	t
a	亚	0	t
a	阿	0	t
a	亞	0	t
a	妸	0	t
a	𠲞	0	t
a	鸦	0	t
a	婀	0	t
a	疴	0	t
a	啊	0	t
a	桠	0	t
a	锕	0	t
a	椏	0	t
a	鴉	0	t
a	錒	0	t
a	鵶	0	t
ai	哀	0	t
ai	埃	0	t
ai	挨	0	t
ai	唉	0	t
ai	𥑴	0	t
ai	㥋	0	t
ai	锿	0	t
ai	鎄	0	t
am	谙	0	t
am	庵	0	t
am	菴	0	t
am	堷	0	t
am	萻	0	t
am	鹌	0	t
am	盦	0	t
am	諳	0	t
am	鵪	0	t
an	安	0	t
an	胺	0	t
an	桉	0	t
an	氨	0	t
an	铵	0	t
an	𫛩	0	t
an	𩽾	0	t
an	銨	0	t
an	鞌	0	t
an	鞍	0	t
an	鴳	0	t
an	鮟	0	t
ang	央	0	t
ang	坱	0	t
ang	垵	0	t
ang	盎	0	t
ang	𤮃	0	t
anh	英	0	t
anh	莺	0	t
anh	婴	0	t
anh	罂	0	t
anh	缨	0	t
anh	䁐	0	t
anh	樱	0	t
anh	鹦	0	t
anh	嬰	0	t
anh	鶧	0	t
anh	罌	0	t
anh	嚶	0	t
anh	鶯	0	t
anh	櫻	0	t
anh	纓	0	t
anh	鸚	0	t
ao	凹	0	t
ao	𠯻	0	t
ao	㘭	0	t
ao	𬇚	0	t
ao	泑	0	t
ao	呦	0	t
ao	坳	0	t
ao	𪵲	0	t
ao	鏖	0	t
at	胺	0	t
au	区	0	t
au	㓜	0	t
au	泑	0	t
au	區	0	t
ba	巴	0	t
ba	芭	0	t
ba	𠀧	0	t
ba	吧	0	t
ba	爬	0	t
ba	波	0	t
ba	爸	0	t
ba	疤	0	t
ba	钯	0	t
ba	蚆	0	t
ba	笆	0	t
ba	舥	0	t
ba	豝	0	t
ba	菠	0	t
ba	葩	0	t
ba	鈀	0	t
ba	𧤭	0	t
ba	𮠟	0	t
bai	排	0	t
bai	𠸟	0	t
bai	𢴾	0	t
bai	𠾦	0	t
ban	半	0	t
ban	扳	0	t
ban	胖	0	t
ban	颁	0	t
ban	班	0	t
ban	般	0	t
ban	斑	0	t
ban	搬	0	t
ban	頒	0	t
ban	瘢	0	t
ban	癍	0	t
bang	邦	0	t
bang	乓	0	t
bang	垹	0	t
bang	帮	0	t
bang	挷	0	t
bang	梆	0	t
bang	䏾	0	t
bang	幚	0	t
bang	幫	0	t
bang	謗	0	t
banh	兵	0	t
banh	抨	0	t
banh	浜	0	t
banh	捠	0	t
banh	绷	0	t
banh	烹	0	t
banh	綳	0	t
bao	勹	0	t
bao	𠂊	0	t
bao	包	0	t
bao	刨	0	t
bao	苞	0	t
bao	笣	0	t
bao	龅	0	t
bao	褒	0	t
bao	襃	0	t
bao	齙	0	t
bau	保	0	t
bay	飞	0	t
bay	𢒎	0	t
bay	飛	0	t
bay	拜	0	t
bay	排	0	t
bay	悲	0	t
bay	蜚	0	t
bay	𠎩	0	t
bay	𫅫	0	t
bay	𫹊	0	t
bay	𬲊	0	t
bay	𫅰	0	t
bay	𠖤	0	t
bay	𨅥	0	t
bay	𨭍	0	t
bay	𩙻	0	t
bay	𩈂	0	t
be	陂	0	t
be	碑	0	t
be	𠻻	0	t
be	𨼚	0	t
be	𫮦	0	t
be	𠾦	0	t
be	𣛥	0	t
be	𤮑	0	t
be	𫇟	0	t
ben	边	0	t
ben	扁	0	t
ben	𤶒	0	t
ben	邊	0	t
beng	鋲	0	t
beo	包	0	t
beo	豹	0	t
beo	𧲼	0	t
beo	𧴋	0	t
beo	𤣄	0	t
bi	啤	0	t
bi	悲	0	t
bi	碑	0	t
bi	醊	0	t
bi	𨡕	0	t
bi	𠾦	0	t
bia	碑	0	t
bia	𨡕	0	t
bia	醊	0	t
biai	排	0	t
binh	乒	0	t
binh	兵	0	t
binh	梹	0	t
bioosc	𫇥	0	t
bieem	砭	0	t
bieen	边	0	t
bieen	编	0	t
bieen	編	0	t
bieen	蹁	0	t
bieen	邊	0	t
bieeng	梹	0	t
bieeu	蚫	0	t
bieeu	脿	0	t
biifm	砭	0	t
bieesc	碧	0	t
bieesm	贬	0	t
bieesm	窆	0	t
bieesm	砭	0	t
bieesm	貶	0	t
bieesn	变	0	t
bieesn	遍	0	t
bieesn	徧	0	t
bieesn	萹	0	t
bieesn	藊	0	t
bieesn	變	0	t
bieesng	丙	0	t
bieesng	𠰳	0	t
bieesng	怲	0	t
bieesng	𠴠	0	t
bieest	別	0	t
bieest	𪿍	0	t
bieest	瘪	0	t
bieest	蹩	0	t
bieest	癟	0	t
bieest	鳖	0	t
bieest	鱉	0	t
bieest	鼈	0	t
bieest	虌	0	t
bieesu	俵	0	t
bieesu	𠶓	0	t
bieesu	殍	0	t
bieesu	裱	0	t
bieesu	𤷶	0	t
bieesu	𧶫	0	t
bieesu	𠾷	0	t
bieefn	弁	0	t
bieefn	骈	0	t
bieefn	昪	0	t
bieefn	便	0	t
bieefn	胼	0	t
bieefn	谝	0	t
bieefn	骗	0	t
bieefn	𫑆	0	t
bieefn	諞	0	t
bieefn	駢	0	t
bieefn	騙	0	t
bieefu	蜱	0	t
bieefu	瓢	0	t
bieefu	䕯	0	t
bieern	汴	0	t
bieern	扁	0	t
bieern	𣷷	0	t
bieern	𣷭	0	t
bieern	匾	0	t
bieern	㴜	0	t
bieern	骗	0	t
bieern	惼	0	t
bieern	煸	0	t
bieern	褊	0	t
bieern	蝙	0	t
bieern	騙	0	t
bieern	鯿	0	t
bieern	𤅶	0	t
bieeru	表	0	t
bieeru	俵	0	t
bieeru	𠶓	0	t
bieeru	婊	0	t
bieeru	㧼	0	t
bieeru	裱	0	t
bieeru	錶	0	t
bieeru	鳔	0	t
bieeru	鰾	0	t
bieejn	办	0	t
bieejn	卞	0	t
bieejn	抃	0	t
bieejn	忭	0	t
bieejn	拚	0	t
bieejn	緶	0	t
bieejn	辨	0	t
bieejn	辦	0	t
bieejn	瓣	0	t
bieejn	𥶁	0	t
bieejn	辮	0	t
bieejn	辯	0	t
bieejt	別	0	t
bieejt	别	0	t
bieejt	𨡊	0	t
bieejt	𬩁	0	t
bo	甫	0	t
bo	圃	0	t
bo	莆	0	t
bo	逋	0	t
bo	剖	0	t
bo	脯	0	t
bo	𥿠	0	t
bom	喯	0	t
bon	奔	0	t
bon	𨁼	0	t
bong	俸	0	t
bong	蓬	0	t
bong	篷	0	t
bong	𢶻	0	t
bong	𤂧	0	t
boong	俸	0	t
boong	葻	0	t
boorng	䏾	0	t
bu	𡜵	0	t
bu	哺	0	t
bu	蚼	0	t
bu	𥮉	0	t
bua	𤤰	0	t
bua	𢂜	0	t
bua	𢃊	0	t
bua	哺	0	t
bui	盃	0	t
bui	𠸟	0	t
bui	𣻃	0	t
bui	𣾾	0	t
bung	芃	0	t
bung	葻	0	t
bung	𢶻	0	t
bung	𨮇	0	t
buas	布	0	t
buas	斧	0	t
buas	鈽	0	t
buooi	𠸟	0	t
buoon	奔	0	t
buoon	倴	0	t
buoon	捹	0	t
buoon	𧶭	0	t
buoon	𫬩	0	t
buoong	芃	0	t
buoong	𢭾	0	t
buoong	喯	0	t
buoong	捹	0	t
buoong	葻	0	t
buoong	𦀋	0	t
buoong	𢶻	0	t
buaj	步	0	t
buaj	倍	0	t
buaj	𡝃	0	t
buar	捕	0	t
buar	𥿠	0	t
buar	䋠	0	t
buoosc	𫁰	0	t
buoost	扑	0	t
buoost	𤶽	0	t
buoost	𤏫	0	t
buoost	𤺭	0	t
buoofi	裴	0	t
buoofi	𦢄	0	t
buoofm	帆	0	t
buoofm	𭘜	0	t
buoofn	忿	0	t
buoofn	盆	0	t
buoofn	𢞂	0	t
buoofng	帆	0	t
buoofng	房	0	t
buoofng	逢	0	t
buoofng	蓬	0	t
buoofng	䤑	0	t
buoofng	𢩣	0	t
buoori	贝	0	t
buoori	貝	0	t
buoori	𣇙	0	t
buoori	𣇜	0	t
buoori	𣉳	0	t
buoojc	扑	0	t
buoojc	𫃚	0	t
buoojc	𥾾	0	t
buoojc	𢯜	0	t
buoojc	𦂿	0	t
buoojc	撲	0	t
buoojc	樸	0	t
buoojc	𢷏	0	t
buoojc	𦄾	0	t
